senseId	entryId	lemma	partOfSpeech	synsetId	subcat
awn4-s0063e146fd92	awn4-e864ea70e2d5e	فصيلة الديسمودونتيدات	n	awn4-02152958-n	
awn4-s006438e55002	awn4-ed67b572be367	استحوذ على	v	awn4-02279144-v	
awn4-s0064bb1cd2ff	awn4-e819592fb8cb2	جل الشعر	n	awn4-04455013-n	
awn4-s00658ac5d536	awn4-ee5ee9b655c0c	سبّب	v	awn4-01647592-v	
awn4-s0065910dc0bb	awn4-e74f0c2221b5c	ضغط صدر مائل	n	awn4-00627968-n	
awn4-s00661bb51ed0	awn4-ecb4456237103	سن المحور	n	awn4-05596641-n	
awn4-s00663af83b13	awn4-ee47f68eb796a	آلة نثر	n	awn4-02906529-n	
awn4-s0066a3501aa2	awn4-e7a00c4b2bb47	على التوالي	r	awn4-00020597-r	
awn4-s0067eae771b7	awn4-ef9ea3f8d271d	هيئة إعادة التطوير	n	awn4-08370171-n	
awn4-s0067f8bb172c	awn4-ebdc3c9608ed1	فضل	n	awn4-00174021-n	
awn4-s0067fb01941c	awn4-e3204a4d022db	شيغتس	n	awn4-10607590-n	
awn4-s00682eb1b572	awn4-ec0c60815bb81	زَحَفَ نحو	v	awn4-02023027-v	
awn4-s0068c72e3a9b	awn4-e19817a9bc408	جوزة الطيب	n	awn4-11734851-n	
awn4-s00692e0ae72f	awn4-e8051035cdc9a	صاروخ	n	awn4-03779037-n	
awn4-s006995220257	awn4-ef2eb20cbf40a	حبل الحربة	n	awn4-03501167-n	
awn4-s0069d20f3a50	awn4-e66f9e41aa386	تصويرياً	r	awn4-00124922-r	
awn4-s0069de798e93	awn4-ef37a91c578c8	خشب الجميز	n	awn4-12827842-n	
awn4-s0069e5b9e99f	awn4-e71ae2c05cd4e	قبلة الموت	n	awn4-07330842-n	
awn4-s006b5843d529	awn4-e6812dd742f7b	مبدأ لوشاتلييه	n	awn4-05892295-n	
awn4-s006bd9628594	awn4-eb7538c9e2e27	ارْتَفَعَ بِشِدَّة	v	awn4-00155214-v	
awn4-s006bdb47d8be	awn4-e560acfd53133	إكسسوار	n	awn4-02674410-n	
awn4-s006be06ffd75	awn4-e9282942c3a46	مُتَخَلِّف	s	awn4-02502061-s	
awn4-s006c55f7e2f2	awn4-e2d692cc9d713	وطاء	n	awn4-05507030-n	
awn4-s006c99bc989c	awn4-e4de6532a89b8	سجل بيعا	v	awn4-01002103-v	
awn4-s006cb5686dda	awn4-e7d335e7b4860	دومينو	n	awn4-00500488-n	
awn4-s006cea7eac11	awn4-e5b2f614b8270	بانجر	n	awn4-07693605-n	
awn4-s006cfb23bc90	awn4-ea1ab8171fcf6	تلقى	v	awn4-02112480-v	
awn4-s006d82400b06	awn4-e63f45ae5b47c	طلعة جوية	n	awn4-00305677-n	
awn4-s006d8fd98d48	awn4-e0638aa7c6cc8	هَرَبَ	v	awn4-02079709-v	
awn4-s006dd53b1f84	awn4-e32ed9e906e1b	نُكْتَة السَّطْر الْوَاحِد	n	awn4-06792481-n	
awn4-s006e1b766131	awn4-ee62cdeec469a	متناغم	a	awn4-01166627-a	
awn4-s006e6f8017d9	awn4-ed189a7fc155a	متطلب	a	awn4-00713705-a	
awn4-s006efa75262c	awn4-e47dfa3cd041e	من الماضي	r	awn4-00096782-r	
awn4-s006f5bb28c0a	awn4-ec6ea615c8fb1	رفراف	n	awn4-01830044-n	
awn4-s006fb2dcff48	awn4-ec5845065ab0a	قانون إشعاع بلانك	n	awn4-05896319-n	
awn4-s006fceb8b605	awn4-e2201daf647bd	تَوَّاق	s	awn4-00105332-s	
awn4-s006fea15918e	awn4-efb0251443a6c	زلوتي	n	awn4-13732882-n	
awn4-s007073d241ab	awn4-e4ef1f64b89cb	مُصرَّف	a	awn4-01092170-a	
awn4-s007177612ec7	awn4-ead137e64327e	تحت مهادي	a	awn4-02994161-a	
awn4-s007194f26cc8	awn4-edfdbc742ee16	معركة	n	awn4-00955670-n	
awn4-s00719ddc0e6b	awn4-e9f25f162d33f	جنس تراغوبان	n	awn4-01809625-n	
awn4-s00726abdb209	awn4-e97033c6e413b	طَرَدَ	v	awn4-02060390-v	
awn4-s0072918998e7	awn4-ef9d87379e855	اِنْعِزَال مَنْزِلِيّ	n	awn4-01204396-n	
awn4-s00737ced1c92	awn4-e13d6287e8401	دهر	n	awn4-15268013-n	
awn4-s007395b18217	awn4-e9a98f552c427	غَيْرُ دَقِيق	s	awn4-01921148-s	
awn4-s007473d3129a	awn4-e90d59a584e44	خشب أصفر شائع	n	awn4-11674021-n	
awn4-s007498d7f562	awn4-e0c27c521f929	دفء المشاعر	n	awn4-07561649-n	
awn4-s0074da60fc47	awn4-e5fd5ffb1685a	بقريات	n	awn4-02404662-n	
awn4-s0074e72e3afe	awn4-e2da249b94e31	ما قبل الطوفان	n	awn4-09815335-n	
awn4-s007501c73808	awn4-e545c422bf67c	واكاري	n	awn4-02495740-n	
awn4-s00758045a4b8	awn4-e79d301ea4ece	علم النفس	n	awn4-06145709-n	
awn4-s00760bf3b587	awn4-eef83b67d05c3	أنسمبل	n	awn4-08205165-n	
awn4-s0076800d0369	awn4-e8573d0d50d00	تحطم	n	awn4-07394744-n	
awn4-s0076d6620781	awn4-e3c2f87883e2d	مخرج طوارئ	n	awn4-03300857-n	
awn4-s0076e87de2e8	awn4-ead10b32ed2e1	اختلال الإنية	n	awn4-14049858-n	
awn4-s00770a020ad0	awn4-e0bcfee4a407c	استدعاء	n	awn4-07205500-n	
awn4-s007734c19c51	awn4-eb74d3ea0bc77	مقتر	n	awn4-10433829-n	
awn4-s0077a9480365	awn4-e7f9fae5fedb0	محتسٍ	n	awn4-10732339-n	
awn4-s0077abcdab4a	awn4-e3f854ec4379b	حرن	n	awn4-04915898-n	
awn4-s0077ede59c6a	awn4-eada2479f2edd	برسيم	n	awn4-07817755-n	
awn4-s0077f9329371	awn4-eb5020fa1d996	سفينة توربينية غازية	n	awn4-03431781-n	
awn4-s0078005c2e92	awn4-ec8bbc704d8df	فابيانا	n	awn4-12924724-n	
awn4-s0078501189b6	awn4-eda99b024d115	بصمات	n	awn4-13929498-n	
awn4-s0078577577aa	awn4-eecc6e531fc45	مستقبِل	n	awn4-14608023-n	
awn4-s0078aa24da1c	awn4-e3910f959cfe5	قائم	a	awn4-01656183-a	
awn4-s0078be892bc2	awn4-ee765532ee1bc	طوبولوجيا مكانية	n	awn4-06132354-n	
awn4-s0078d34954bd	awn4-ea92acf365d78	حوت باليني	n	awn4-02065877-n	
awn4-s007938c0ad15	awn4-e292ac6d95e60	مُتَشَوِّق	s	awn4-00923033-s	
awn4-s00796c961f13	awn4-e5e00a6d3e0a5	بشكل غير مسؤول	r	awn4-00107316-r	
awn4-s007ae2c33da9	awn4-e7279d2a08bdb	عجلة التجديف	n	awn4-03879971-n	
awn4-s007b7e7525a9	awn4-e2086fd7852ee	ركلة	n	awn4-00137149-n	
awn4-s007b8f993018	awn4-e5b732392b820	بابا دوك	n	awn4-10966616-n	
awn4-s007bc5f95c0c	awn4-e1fcf216a4f1c	أطيش	n	awn4-02056238-n	
awn4-s007c3b75619a	awn4-e776c5999d1ad	ولع بـ	v	awn4-01781380-v	
awn4-s007c5cf11751	awn4-e714a08188035	أكتيا حمراء	n	awn4-11744578-n	
awn4-s007c7d60f4bc	awn4-ea1943ec616cf	ويليام كلارك	n	awn4-10918916-n	
awn4-s007d64f96277	awn4-e338b265a39a6	جنة الحمقى	n	awn4-14471282-n	
awn4-s007df6aa5b5c	awn4-e9632ecfabe6d	تَنَافَرَ	v	awn4-02139793-v	
awn4-s007e26a785b5	awn4-e157b6ec39a89	قنطار أمريكي قصير	n	awn4-13743282-n	
awn4-s007e75d8b6c2	awn4-e3ccfd69a8ca1	خال من الجراثيم	a	awn4-02123898-a	
awn4-s007e838bbaef	awn4-ec130dd52cfe5	آرابيسك غريب	n	awn4-03467373-n	
awn4-s007f58495ffe	awn4-ec88e989f7f60	لم يفِ	v	awn4-01803495-v	
awn4-s007f77846bb0	awn4-eef257d359623	نسمة هواء عليل	n	awn4-07371853-n	
awn4-s007f8741dd8d	awn4-e2aaf1ea86ed6	كلمة منبورة الآخر	n	awn4-06305497-n	
awn4-s007ffa7721f0	awn4-e1156e1ed329a	شَبِيهٌ بِالشَّبَكَة	s	awn4-02014418-s	
awn4-s0080ceb15d00	awn4-e487f00cdc4f8	شروق	n	awn4-07358510-n	
awn4-s00811fd62aa0	awn4-e0fa7b3ecc45c	غار الغنم	n	awn4-12258590-n	
awn4-s0081cc4166e5	awn4-e8a0cee22bfb7	تصميم	n	awn4-05845595-n	
awn4-s00830513f836	awn4-e7ff1c045559f	موضع	n	awn4-08640525-n	
awn4-s00830bdda00a	awn4-e6307eda2c6d8	شقي	n	awn4-10189012-n	
awn4-s00834b42332c	awn4-ed15bf9046f2b	ثعلبة بقعية	n	awn4-14481078-n	
awn4-s0083e354b2de	awn4-e53667c209576	مكشوف	a	awn4-02094868-a	
awn4-s00841f1977a0	awn4-e3d4d4ad8fb45	سَفَعَ	v	awn4-00380111-v	
awn4-s00843f7ca685	awn4-ec6d1c5573fdb	حضور	n	awn4-13980887-n	
awn4-s0085199d7d71	awn4-e68e476d3733f	مقياس الميل المغناطيسي	n	awn4-03571735-n	
awn4-s008519c5e0f0	awn4-e46c2395f3d0d	ينظر	v	awn4-02134989-v	
awn4-s008532e16a74	awn4-e9f9d39a252e7	سمكة الزناد	n	awn4-02655775-n	
awn4-s00856c569f8f	awn4-ea75162c73235	هندو-جرماني	a	awn4-03086205-a	
awn4-s008617cdf751	awn4-ee10a16c81b3a	بريق خاطف	n	awn4-04960473-n	
awn4-s008641848319	awn4-e5ce24d90ca36	عَلَى حِسَاب المُسْتَلِم	r	awn4-00255274-r	
awn4-s008652bd2769	awn4-e0ac9c0a65a66	اللغة السابيلية	n	awn4-06975194-n	
awn4-s0086e5dbc6f4	awn4-e39931e5967d0	هيدرومتر	n	awn4-03558666-n	
awn4-s00870fc8b721	awn4-e0095d84ffb1f	ساو برناردو دو كامبو	n	awn4-08875785-n	
awn4-s0087264751a3	awn4-ed1f7f67d3167	خَدَشَ	v	awn4-01278644-v	
awn4-s008768f9a1c2	awn4-e5ef54ff4680b	وصف	n	awn4-07216971-n	
awn4-s008835564975	awn4-ea4e3c90d25ce	ري	n	awn4-00696701-n	
awn4-s0088e5194fce	awn4-e11dd2280b99b	قفل العجلة	n	awn4-04584147-n	
awn4-s00893c794479	awn4-e980ce69844de	هيدرازيت الماليك	n	awn4-92424129-n	
awn4-s0089758caf7c	awn4-e0989e4d2c279	أول الأمر	r	awn4-00103744-r	
awn4-s008a1cb7ed50	awn4-e512b28f57099	إنكيفالين	n	awn4-14833543-n	
awn4-s008ab1536ad6	awn4-e481ffbd2ea0c	سديم	n	awn4-09389837-n	
awn4-s008ae8adb366	awn4-edd20344bb203	تَمَاشَى	v	awn4-02663315-v	
awn4-s008b4977511f	awn4-e0483f6c5b0ea	جروفز	n	awn4-11037657-n	
awn4-s008c0adcc453	awn4-e1958aba5f6b9	جمهورية الدومينيكان	n	awn4-08769854-n	
awn4-s008c1bd6e738	awn4-ec75e185032f9	يوم عطلة	n	awn4-15161999-n	
awn4-s008c2be92dc4	awn4-e521c532d85ff	لف	n	awn4-07366212-n	
awn4-s008c3104e159	awn4-ee90ae80e137f	تعرية	n	awn4-14542526-n	
awn4-s008c3619164c	awn4-e47b023189a51	نهر سانت لورانس	n	awn4-09442908-n	
awn4-s008ca15fb62d	awn4-efeb05478cfe0	مخزن	n	awn4-04336328-n	
awn4-s008caaa40f7f	awn4-ea078b4d02033	جشع	n	awn4-04952935-n	
awn4-s008d1cb255d6	awn4-e2ec895a0db3f	جَعَلَ	v	awn4-00120124-v	
awn4-s008d558a5a2a	awn4-ede011cfdb3a4	خَبِيث	s	awn4-02105164-s	
awn4-s008d714e8403	awn4-e2b86715d5426	مُتَّقِدُ المَشَاعِر	s	awn4-00858752-s	
awn4-s008db8b2fa82	awn4-e02e7dc6d8242	كنغر المسك	n	awn4-01882478-n	
awn4-s008dbfc9330f	awn4-e19215f3d50c1	فتاة	n	awn4-10104064-n	
awn4-s008e5478bc94	awn4-ed7c6358641ac	مُتَوَازٍ جَنْبًا إِلَى جَنْب	s	awn4-01722845-s	
awn4-s008f81a1f27d	awn4-ecdf2f3e366ed	وزن خفيف الثقيل	n	awn4-10281459-n	
awn4-s008f8ffe5406	awn4-e500e1a199a6e	خدمة الطرود	n	awn4-06276636-n	
awn4-s008fbaece9b5	awn4-eba2f70cb981f	خباز	n	awn4-09853011-n	
awn4-s009070039c54	awn4-e5c8d8474f03d	كاردوسبيرموم	n	awn4-12763306-n	
awn4-s0091a64afcd1	awn4-e3671f34cd251	شطيرة لانشون	n	awn4-07712370-n	
awn4-s0091feb7c083	awn4-e62916946e059	عارضة جانبية	n	awn4-02841413-n	
awn4-s00924d51035f	awn4-e30e5a9e2f493	التزم بـ	v	awn4-00150797-v	
awn4-s0092b35bf7b4	awn4-eb36e0a14dad3	لاكتابية	n	awn4-14119430-n	
awn4-s00931225f1e4	awn4-e8186542ac635	نسيان رجعي	n	awn4-05680932-n	
awn4-s009339da1457	awn4-e7391aea77de4	ثبّت	v	awn4-02481941-v	
awn4-s00933c5a5094	awn4-e036b437ac48d	ريفي	a	awn4-02906296-a	
awn4-s0093bd06fe6e	awn4-e2be766ffc975	شبكي الأجنحة	a	awn4-03149394-a	
awn4-s0094010a9484	awn4-e9d4352d48614	تَلَاعُب لَفْظِيّ	n	awn4-06794438-n	
awn4-s00943e139982	awn4-e560ed3eaf22a	أَوْقَدَ	v	awn4-00589392-v	
awn4-s009529dfbccf	awn4-e47fab44fc6b2	دموع الطفل	n	awn4-12414240-n	
awn4-s009534c3d64b	awn4-e4a58f310f026	رهاب التكنولوجيا	n	awn4-07519497-n	
awn4-s009582470f62	awn4-e5c4c6c55a287	منطقة سكنية	n	awn4-08659906-n	
awn4-s0095d07195bb	awn4-e8561b7c7eb93	باحتمال ضعيف	r	awn4-00442638-r	
awn4-s0095e2bfa8d8	awn4-ec4d227d2266b	كَبَحَ	v	awn4-02447602-v	
awn4-s009666c8659b	awn4-ebd05d6295edc	تركيبات	n	awn4-03358127-n	
awn4-s009674c606fe	awn4-e7006df469e22	مذيب للجلطات	n	awn4-04436303-n	
awn4-s0096a6b75687	awn4-e73f24fd854b3	تلسكوب بصري	n	awn4-03858208-n	
awn4-s00978afa9deb	awn4-e0fda4fd21a9a	جرح قطعي	n	awn4-14310615-n	
awn4-s00979ce93841	awn4-e13a2144635d0	زَمَّ	v	awn4-00145722-v	
awn4-s00989259c361	awn4-ec99715ac50f2	متشرد	n	awn4-10785347-n	
awn4-s0099571425c2	awn4-e849483bc4bd8	مُشِعّ سَعَادَةً	s	awn4-01896164-s	
awn4-s0099a6b3f0e7	awn4-e3dedf1e089ce	صِفْر	n	awn4-13764498-n	
awn4-s0099f971a421	awn4-e73bbd2b50f15	تَرْتِيب	n	awn4-06021041-n	
awn4-s009a18ebcdae	awn4-eeb99f9e17299	صَافِي الذِّهْن	s	awn4-02081374-s	
awn4-s009a57b46d22	awn4-e5c0a9d4ae40f	نوبة إفراط	n	awn4-01075748-n	
awn4-s009b2e9f8174	awn4-e77b12c333479	موسكاردينوس	n	awn4-02355689-n	
awn4-s009b7a5cf812	awn4-e960d04abedad	أريكة استرخاء	n	awn4-03006315-n	
awn4-s009b7d531946	awn4-eb1edd7d5bbc2	قَصِير	s	awn4-01439442-s	
awn4-s009be919bbcc	awn4-ea073698b15de	ذَات قَوَام مُنْحَنٍ	s	awn4-02146404-s	
awn4-s009c8bbc1c41	awn4-e2480af65f647	كيلوغرام	n	awn4-13746692-n	
awn4-s009caea59675	awn4-e77b49cc94dab	في الهدف	r	awn4-00099070-r	
awn4-s009ce62b7c81	awn4-e91d11fafcf31	جون مينارد كينز	n	awn4-11123387-n	
awn4-s009d75c52260	awn4-e40d6f7f7fa17	كوكاتيل	n	awn4-01822241-n	
awn4-s009df0b07230	awn4-eb45e93a3f94b	صورة الوالد	n	awn4-05946732-n	
awn4-s009e5a335307	awn4-eb7745192ce43	موطن	n	awn4-08598331-n	
awn4-s009ebd33f92e	awn4-e5632298dc849	سوتين	n	awn4-11329313-n	
awn4-s009ec3f1f215	awn4-e9af647322733	مفعم بالحيوية	a	awn4-00808265-a	
awn4-s009f59fcca6d	awn4-e58e8627a8e43	منحنى الجيب	n	awn4-13932205-n	
awn4-s009feadc5e2c	awn4-e99dfa1596a78	فيلر	n	awn4-13698755-n	
awn4-s00a0cd747bfc	awn4-ed54983267c08	عاكس النساء	v	awn4-02597066-v	
awn4-s00a0f1e29fad	awn4-ef260778e1b80	أَبْلَه	s	awn4-02582052-s	
awn4-s00a12a3bf524	awn4-e3b859c64a7aa	مرض مجهول السبب	n	awn4-14098197-n	
awn4-s00a1867f0c77	awn4-e6dc7fff94b0d	يخبو	v	awn4-00422870-v	
awn4-s00a1b19abe64	awn4-eae87e25c7fac	خنثي	a	awn4-01547032-a	
awn4-s00a1db0bcd20	awn4-ee76457611b99	كيتشاي	n	awn4-09678626-n	
awn4-s00a1f9c2138d	awn4-ed55d15d5d0f7	شظوي	a	awn4-02868061-a	
awn4-s00a2807a08bb	awn4-e4ecf3bf0fcf9	مبتسماً	r	awn4-00461334-r	
awn4-s00a3dc09fc38	awn4-e89f35f0c5a72	غير صالح للأكل	a	awn4-00833035-a	
awn4-s00a4112f87be	awn4-eca1bac2f07dc	جنس سيلوفيتون	n	awn4-13238661-n	
awn4-s00a530cff298	awn4-ecc7136a02516	النظام الدولي للوحدات	n	awn4-13599470-n	
awn4-s00a5ccba4438	awn4-eaeb959f19ae9	كلينتونيا صفراء	n	awn4-12493064-n	
awn4-s00a5cebcd64e	awn4-e2bc6a872644d	بركة	n	awn4-07204071-n	
awn4-s00a5f7975ce5	awn4-e46a14ecaae49	شَخْص عَاطِفِيّ	n	awn4-10072651-n	
awn4-s00a630c945e6	awn4-ecb45a4c0200d	جيب شقي	n	awn4-04241366-n	
awn4-s00a7555bfde6	awn4-ee45f1447a11d	بَنَّاء عَضَلَات	n	awn4-09882251-n	
awn4-s00a77fb9915a	awn4-ea2d1b9029e9a	مَقْرُبَة	n	awn4-05093074-n	
awn4-s00a847df0dca	awn4-ea696f4be0e1c	نسف	v	awn4-01762865-v	
awn4-s00a84ecc5b1a	awn4-e2a69e78c5d63	مدار الجدي	n	awn4-08693403-n	
awn4-s00a8a20ce1f1	awn4-ed6e51b301d88	اشْتَكَى قَضَائِيّاً	v	awn4-00845977-v	
awn4-s00aa19b7551d	awn4-efd52c169965b	تسديدة	n	awn4-00790293-n	
awn4-s00aa918a66d6	awn4-ec27e24309605	نَسَق وَاحِد	n	awn4-04752610-n	
awn4-s00aaa583564d	awn4-eada28d77063f	تبسيط	n	awn4-01214378-n	
awn4-s00aadee8c5c7	awn4-e09f48aa32d79	تجشم عناء	v	awn4-02536754-v	
awn4-s00ab60467635	awn4-e861029f8029b	ميربرومين	n	awn4-03753493-n	
awn4-s00ab846ba85f	awn4-e3f1c82212e3f	مكمم	a	awn4-02988528-a	
awn4-s00aba4e21c72	awn4-eeab834393719	إشباع بالماء	n	awn4-00278655-n	
awn4-s00abcd1f0f0c	awn4-e461329f7086c	خَالٍ مِنَ العُيُوب	s	awn4-01754557-s	
awn4-s00abcec8dbcd	awn4-e1089e089d5dd	كولومبين كندي	n	awn4-11747827-n	
awn4-s00abecc27c23	awn4-ecff3ad328c8d	تباهى	v	awn4-00860023-v	
awn4-s00abf593979c	awn4-e332b0a3550c4	قابلية التقييم	n	awn4-14554261-n	
awn4-s00acdefd8f0c	awn4-ee72ff73b5636	حجر كشط	n	awn4-02671243-n	
awn4-s00acfe8b1440	awn4-ed43a441e6629	إتش بون	n	awn4-07678863-n	
awn4-s00acff70ac76	awn4-e9454db41ff19	قانون أفوجادرو	n	awn4-05883548-n	
awn4-s00ad0db0c271	awn4-eea08ca48126e	حلوى محشوة	n	awn4-07620565-n	
awn4-s00ad602e6f46	awn4-e89a79a486d29	مُرْتَدّ	n	awn4-10026763-n	
awn4-s00ad8bd7dca6	awn4-e2ca5e4009f1e	قرقرة	n	awn4-07142159-n	
awn4-s00ae273f944d	awn4-e311fcf034e30	فصيلة لسان الأفعى	n	awn4-12980727-n	
awn4-s00ae2ad7dc68	awn4-e6478a228b78f	انسحاب	n	awn4-00229778-n	
awn4-s00ae46a25304	awn4-ec3f32c3b4f25	نبات الإبريق الكاليفورني	n	awn4-12801767-n	
awn4-s00aef3110957	awn4-eb5a66e021b1b	أَنْزَلَ (عُقُوبَةً)	v	awn4-00750288-v	
awn4-s00af6f09d04f	awn4-eaf37c17d891f	سلطة	n	awn4-13968154-n	
awn4-s00af7d360281	awn4-eb7f8c57fa2c1	واهي	a	awn4-02658063-a	
awn4-s00af9c257232	awn4-ee07eacb0d8df	بونكسي	n	awn4-02047432-n	
awn4-s00afd29062a8	awn4-eefa46b31803c	طفل شقي	n	awn4-10618049-n	
awn4-s00b0beeac410	awn4-e0844f42a3260	حَدِيث النِّعْمَة	s	awn4-01856790-s	
awn4-s00b0ebb35939	awn4-ede8917d748f0	شمسي	a	awn4-02809839-a	
awn4-s00b1bfd7d6b1	awn4-eb85e260dac4d	محار بلو بوينت	n	awn4-01963700-n	
awn4-s00b1de1930a6	awn4-e96b6416f9f09	بشكل مضرب للأمثال	r	awn4-00435802-r	
awn4-s00b1ec74cf25	awn4-e99c0e9081bc0	بَزَغَ	v	awn4-01974362-v	
awn4-s00b2cab92996	awn4-ea422722510e2	مُتَخَلِّف عن الدفع	n	awn4-10019052-n	
awn4-s00b3766c2a13	awn4-e2877646b43a3	فسفرة	n	awn4-11511426-n	
awn4-s00b4544e4b26	awn4-e85b32c16f5dc	مستخدم	a	awn4-02504601-a	
awn4-s00b483e7b772	awn4-eca21feb91d56	ألبوم خيري	n	awn4-06604625-n	
awn4-s00b5af6a4500	awn4-eb04192601da2	يضع في صندوق	v	awn4-01487784-v	
awn4-s00b5fcdfeabd	awn4-ebdef811650c7	أَوْرَقَ	v	awn4-00283550-v	
awn4-s00b6147b27fb	awn4-e8de3e8dcd4cc	فاخر	a	awn4-02497796-a	
awn4-s00b639044368	awn4-e711ffcab388e	مَلَّحَ	v	awn4-01377785-v	
awn4-s00b69fa124fb	awn4-e76f04c56eb34	عامل نظافة	n	awn4-09946547-n	
awn4-s00b6c4935492	awn4-e2fe8adbad2a1	تصغير	n	awn4-06301026-n	
awn4-s00b7581dd583	awn4-e4d44c705fb33	بِخَبَل	r	awn4-00305302-r	
awn4-s00b7fdfa4a4d	awn4-ee7c26268fc86	إضفاء المثالية	n	awn4-01221565-n	
awn4-s00b815b4b3cc	awn4-e2a5f09adc575	فشل	n	awn4-00067456-n	
awn4-s00b836ad92ad	awn4-e22989f32cd0c	موقع	n	awn4-14603168-n	
awn4-s00b8b26aa25e	awn4-e346f624df597	خميرة البيرة	n	awn4-14808864-n	
awn4-s00b8e01189f8	awn4-ec3a329a63467	تشتت	n	awn4-05122081-n	
awn4-s00b9d653d639	awn4-e32013bdf4a71	حق الوصول	n	awn4-05182994-n	
awn4-s00b9e70fed66	awn4-ea3fe385ab957	بِغَمّ	r	awn4-00318128-r	
awn4-s00ba5e200b88	awn4-e3bd6267cf5f8	فترة زمنية	n	awn4-15295202-n	
awn4-s00bac5d72ec4	awn4-e870a60e0edfa	مُتَجَدِّدُ الْإِيمَانِ	s	awn4-01963999-s	
awn4-s00bb7fed6954	awn4-e11cfe9dbc4c9	سرب	n	awn4-08012591-n	
awn4-s00bb91754f78	awn4-ec0404f6db8f8	خروف بري	n	awn4-02417224-n	
awn4-s00bb9661ed14	awn4-e281a46802257	أسرار النخبة	n	awn4-06686416-n	
awn4-s00bbdbfbc2da	awn4-e3e801f730607	هاجم بغواصة	v	awn4-01122221-v	
awn4-s00bc4377551d	awn4-e62fde87b57d7	وَسِيم	s	awn4-00220032-s	
awn4-s00bce175c657	awn4-e332944d3e844	مُتَكَرِّر	s	awn4-00488978-s	
awn4-s00bcef4f3495	awn4-ee55ef16927b0	دَقِيقُ المُلَاحَظَة	s	awn4-01749766-s	
awn4-s00bd0c9bcc6f	awn4-ecec971df9441	رَقِيق	s	awn4-01805877-s	
awn4-s00bd0deab479	awn4-ebb08f1b65195	توربوفان	n	awn4-03326048-n	
awn4-s00be574c7dce	awn4-ec30bab40253f	مُشْرِق	s	awn4-00177648-s	
awn4-s00beaf4aec18	awn4-e2d29500c3a8f	زمجرة	n	awn4-07399073-n	
awn4-s00c0107c820c	awn4-e5912f81bfa09	فالوس رافينيلي	n	awn4-13061556-n	
awn4-s00c024956d65	awn4-e885a5921374b	مُهْتَمّ	s	awn4-01688156-s	
awn4-s00c0a47e800a	awn4-e1648dc1d800c	فَرِيد	s	awn4-01682771-s	
awn4-s00c0bbbea2b8	awn4-eef4cfe5dd642	نسخة طبق الأصل	n	awn4-07292089-n	
awn4-s00c2381e462e	awn4-e9b649c03f3a3	مأخذ	n	awn4-04068554-n	
awn4-s00c36c133171	awn4-ef2c83315c3db	عمل تخريبي	n	awn4-00577754-n	
awn4-s00c4aae119b0	awn4-e500b6a77d700	أَشْرَفَ	v	awn4-02703277-v	
awn4-s00c4ab07a6cc	awn4-e514a22a6cfc8	شريحة	n	awn4-13307547-n	
awn4-s00c5f4462c0f	awn4-e4ccea746c84e	سريان	n	awn4-06293036-n	
awn4-s00c616851bae	awn4-e9ded1a8f7885	كوزموغرافيا	n	awn4-06132733-n	
awn4-s00c69b1719b6	awn4-ea8d4a93c7813	سحلبة	n	awn4-12085497-n	
awn4-s00c6bc32cc6d	awn4-e6939ba4ad24e	كباد	n	awn4-12730109-n	
awn4-s00c725cf0be0	awn4-e3bd2939c8d0f	بِشَكْل مُزْعِج	r	awn4-00319394-r	
awn4-s00c78501ac09	awn4-e0e29147d7699	قلة	n	awn4-05117883-n	
awn4-s00c93944fed7	awn4-ea3980fff613c	منشار جنزيري	n	awn4-03004288-n	
awn4-s00c98ba98956	awn4-e8e78d91c2504	نار حمراء	n	awn4-14719345-n	
awn4-s00c9c5687518	awn4-e69e755130ebd	بلاتيلوبيوم	n	awn4-12582402-n	
awn4-s00c9f45cd8e8	awn4-e0a6c3b48a32d	شَعْر كَثّ	n	awn4-05268809-n	
awn4-s00ca6176f1d2	awn4-e30210561bdb0	منظف لا أيوني	n	awn4-14642228-n	
awn4-s00ca71744f8d	awn4-e28f17485df34	مادة جسدية صلبة	n	awn4-05271580-n	
awn4-s00ca8b92cfd9	awn4-e5fc08a0b9205	دي نيرو	n	awn4-10950664-n	
awn4-s00caaa5aa7c7	awn4-e131d24f6f3d0	إجلال	n	awn4-01231712-n	
awn4-s00cb449c3539	awn4-e73a20e89f093	حكم مطلق	n	awn4-14467378-n	
awn4-s00cb68917b18	awn4-ef4bb54c99263	هياج	n	awn4-00555337-n	
awn4-s00cbb50a9dd9	awn4-e9019b8a16740	فصيلة البشرانيات	n	awn4-02474098-n	
awn4-s00cbcacde742	awn4-e2dee361f591b	كراكة	n	awn4-03241126-n	
awn4-s00cc88b32c8a	awn4-efdf868558fe1	مُمَيِّز	n	awn4-10032560-n	
awn4-s00cccaafba9c	awn4-e42331fdcf165	عاملي	a	awn4-02736086-a	
awn4-s00cd087d9c94	awn4-e9273422e42c9	حظر	v	awn4-02565578-v	
awn4-s00cd39c07dfd	awn4-ec8b34f2b4387	مراقب الطيور	n	awn4-09875906-n	
awn4-s00cd6d289dc0	awn4-e8052e892c572	سمكة الرنجة الحمراء	n	awn4-00351704-n	
awn4-s00ce07d55481	awn4-eb67634368776	تشبك	v	awn4-01588063-v	
awn4-s00ce849998cd	awn4-efd20c0bf899e	فَجَّرَ عَنْ بُعْد	v	awn4-01623725-v	
