entryId	lemma	partOfSpeech
awn4-e011b08d136d2	أقلهم	r
awn4-e011b29dd672e	مُضَادّ لِلأَفْرَاد	s
awn4-e011bf8ba7a18	استطاعة	n
awn4-e011d779d615d	الخط الهيراطيقي	n
awn4-e011e6da0d8b6	بيرشينغ	n
awn4-e011ee3cd3a95	قائمة فرعية	n
awn4-e011f5dfca9e9	موضع القراءة	n
awn4-e011f72c2cac7	سينابون	n
awn4-e011fda158a0c	كووي	a
awn4-e01209e1e0fa7	على أي حال	r
awn4-e012197a81d14	مَوْرِد	n
awn4-e01222dfdfa3b	زمن جيولوجي	n
awn4-e012332610080	أطوم	n
awn4-e0123617b11de	سيريتسي خاما	n
awn4-e01236b247592	خام مُعالج	n
awn4-e01238567355e	فيروس عجلي	n
awn4-e012396979a17	لص الأرصفة	n
awn4-e0123f6851503	جَعَلَهُ جَمَاعِيّاً	v
awn4-e01249c7408b2	ساكسفراجا هيبنويدس	n
awn4-e0124d56dfdfa	جنس ليناريا	n
awn4-e01252e13a8c4	من قبل	r
awn4-e0125dd308e42	هالوجين	n
awn4-e0125f4d0686b	سرخس شجري أسود	n
awn4-e01267fc62b93	قوس يدوي	n
awn4-e0126b11f68ac	الماركيز دي ساد	n
awn4-e0126c5cd1fa8	عملية السيانيد	n
awn4-e0126d9e65db8	أخصائي الدراسات التيوتونية	n
awn4-e0126fd8755e5	ديباج	n
awn4-e01279c7d6f05	أكل لحوم البشر	n
awn4-e01284183c5d1	رُبَاعِيُّ الأَعْضَاء	s
awn4-e012878148ded	عظم حمصي	n
awn4-e012882d9a56a	مثلث فيثاغورس	n
awn4-e0128c7b8f911	دراية	n
awn4-e012a1fbe7849	تيليتيا فوئتيدا	n
awn4-e012ad15a378b	كورس كنسي	n
awn4-e012b13c03653	انطوى على نفسه	v
awn4-e012b889ef2c8	طائفة الطحالب اليوجلينية	n
awn4-e012bc9427a8f	صرد النمل	n
awn4-e012c3112c3ad	هيوشيرا أسطوانية	n
awn4-e012c529761f9	بَاصّ	s
awn4-e012ce8947c18	اختلال القضبان	n
awn4-e012cf94114c5	ميلادياً	r
awn4-e012d5314bb1b	معطس	a
awn4-e012e22f94ef1	عرة رخوة	n
awn4-e012e48ba59c8	زود بإشارات المرور	v
awn4-e012e873edcc2	نجمة البراري	n
awn4-e012f1f9a455d	مواطن زميل	n
awn4-e012f2d3afa0a	جدول مواعيد	n
awn4-e012f663898b4	دول المركز	n
awn4-e012fc1862b3f	الجمهورية الإسلامية الموريتانية	n
awn4-e012fef163eb1	تأدرت	v
awn4-e013107fc621b	رتيبة المغردات	n
awn4-e01310ee87a93	غَيْرُ مُرْتَاح	s
awn4-e013207abfd9c	أَوْكَرَ	v
awn4-e013221ebfbaa	الفصيلة الثومية	n
awn4-e013253fa4627	قانصة	n
awn4-e0132a9640ffb	مأكول	a
awn4-e01335401a9d3	ذُو نَاب	s
awn4-e0133b77ab094	بيريدوكسامين 5-فوسفات	n
awn4-e01341db8222f	تطهير الأمعاء	n
awn4-e01346ae4d17c	لب جوز الهند	n
awn4-e0134db17ecab	غَلَبَة	n
awn4-e013519f5cc7c	تجريدية	n
awn4-e01352213eac1	إي إل دوكتورو	n
awn4-e013624c050d0	حلية العنق	n
awn4-e0137098efd44	جون ويزلي	n
awn4-e01372bca182e	مَدْرُوس	s
awn4-e013737002bbf	غير مخدد	a
awn4-e01374ae52d2e	زردية	n
awn4-e0137e7c9835e	بِلَا مُقَابِل	s
awn4-e0137f6b9b8d6	مُبْطَل	s
awn4-e0138302cfaab	سمعة حسنة	n
awn4-e013862e1b4a3	غلظ (صوته)	v
awn4-e013936a5377c	ساقية	n
awn4-e01394e2ce838	تَرَدُّد مُنْخَفِض	n
awn4-e0139b35b2e72	كلب حراسة	n
awn4-e013a24127561	نَوَاة العَدَسَة	n
awn4-e013ab0b9aa6e	أَحْدَثَ جَلَبَة	v
awn4-e013b4e4846f7	إشعاعي القياس	a
awn4-e013c0bb55251	نافِع	s
awn4-e013c27913f4b	سرخس	n
awn4-e013c7974f4d3	زان	n
awn4-e013d63119e3b	واصل لخط النهاية	n
awn4-e013f04131c68	تكثف	n
awn4-e013f835595d5	بَدَاءَة	n
awn4-e013fa56c862c	عجوقة زاحفة	n
awn4-e013fb6622c80	خفاش بني	n
awn4-e0140ae9959c4	عرعر أحمر جنوبي	n
awn4-e0140fde214b2	ليونارد	n
awn4-e01423095aef7	تكتل نشر	n
awn4-e01428ab0ed17	تنشئة اجتماعية	n
awn4-e014359fc3c0e	الصحراء الملونة	n
awn4-e01435b16b1a6	قدرة شمسية	n
awn4-e014384991aa3	سيدة الليل	n
awn4-e0144d4ba2777	إله ياباني	n
awn4-e0146532bfcfe	فتاة المصعد	n
awn4-e0146b60cbecc	جنس بتيلوكرينوس	n
awn4-e0146bab4c732	بلوط أصفر	n
awn4-e0146bd56309d	إجراءات معقدة	n
awn4-e01488bc2c4f2	قلة توقير	n
awn4-e0148a55e05a7	محرر صحفي	n
awn4-e0148e16a5bd4	موالٍ لبكين	a
awn4-e014ae6a209f6	لطخ بالدم	v
awn4-e014b87ca1144	تشاودر السمك	n
awn4-e014c08daff48	فرك الجسم	n
awn4-e014c4d7d5114	بند المخزون	n
awn4-e014c70bba812	بلاجات	n
awn4-e014e26168429	زهرة الكنز	n
awn4-e014e44881b9a	دُونَ حِمَايَة	r
awn4-e014e603f2544	هذّب (نبات)	v
awn4-e014f713ff30b	اعتلال دماغي إسفنجي بقري	n
awn4-e0150727580d2	أم مشرفة	n
awn4-e0150ada8330a	فراشة كامبرويل	n
awn4-e0151b1da32b3	بِاهْتِمَام	r
awn4-e0151f04ea8a1	طائر الكاتب	n
awn4-e015264aa56ea	موجه للغدد التناسلية	a
awn4-e01527f17d57d	الجدري الكبير	n
awn4-e0152c0537e39	ركلة هدف	n
awn4-e01538fd67966	قَدَمِيّ الشَّكْل	s
awn4-e0155c15bcf74	تأتب	n
awn4-e0156267afcda	سيري	a
awn4-e01564a7c9581	جنس بالانوس	n
awn4-e0156c59669f3	حبل النافذة المنزلقة	n
awn4-e01576faa4f87	آريس	n
awn4-e015786d0e4cf	نائب مستقل	n
awn4-e0157d376ab58	أميديو أفوجادرو	n
awn4-e0158dbb1cdf2	لَفَتَ الأَنْظَار	v
awn4-e0159716bd77c	أدخل (في ذاته)	v
awn4-e01598f9895f1	ضحكة	n
awn4-e015a3e1383fe	آلِيّ	a
awn4-e015a5de70fbf	حكم مساعد	n
awn4-e015aa1a4e796	زان أمريكي	n
awn4-e015b2850ed73	انتفع من	v
awn4-e015ba6998b31	ذراع الشرارة	n
awn4-e015c20520df3	شقّاق الأسماك	n
awn4-e015c3b401abf	فاقد الذاكرة	n
awn4-e015ccce104a7	فصيلة القبس	n
awn4-e015ce8f1131d	وقت حدث المركبة الفضائية	n
awn4-e015d2d6bf212	سفينة نقل السيارات	n
awn4-e015e13dad96a	تَوَحُّدِيّ	s
awn4-e015e469acb87	لسان سليط	n
awn4-e015f3b0a317f	خارجي (كوكب)	a
awn4-e015faaaab75c	انكسر طرفه	v
awn4-e015fdadefbc9	رحيل	n
awn4-e0160bcaf99b1	ذاب (تآكلاً)	v
awn4-e0160d837e907	أوم شينريكيو	n
awn4-e0160e36f3ae6	كيبو	n
awn4-e0160fa7e38f7	أجر من الباطن	v
awn4-e016183d55a84	بِلَا أَشْرِطَة	s
awn4-e0161bd47ac88	بودوكاربوس جلدي	n
awn4-e01620e7e4c5d	تَصَيَّدَ	v
awn4-e0162957fae5f	كريث	n
awn4-e01636b0da83d	إبرة كروشيه	n
awn4-e0163b0ea4227	استنتاج قانوني	n
awn4-e01643ae60b1c	عارضة أزياء عالمية	n
awn4-e016443c9afe5	عَدِيم الحَيَاء	s
awn4-e01653f61118a	اهْتَمَّ	v
awn4-e016552fb19be	جامعة	n
awn4-e016683200af9	أمبيستوما	n
awn4-e016749a7c6ed	ملء حقيبة	n
awn4-e0167c618b48b	عائد من الموت	a
awn4-e01696d25668a	جنس كوريوتيس	n
awn4-e0169a77d83ad	فرط النشاط	n
awn4-e016afcd410c1	الأفيستية	n
awn4-e016c56fe5a7b	متقاطع	a
awn4-e016d88a77ae0	آسك دوت كوم	n
awn4-e016dd66b031d	صَرََفَ النَّظَر عَن	v
awn4-e016ddfd1486a	بوب مارلي	n
awn4-e016e0e141f64	ضابط الإيقاع	n
awn4-e016e5d87e4be	شارل التاسع	n
awn4-e016eb00f606c	ثُلَاثِيّ الأَطْرَاف	s
awn4-e016eb89e1355	إيكولايزر	n
awn4-e016eecbb0ba2	عصوية الجمرة الخبيثة	n
awn4-e016f7d4c79e7	كانَ نَمُوذَجَاً لـ	v
awn4-e016fe6852387	عن كثب	r
awn4-e0170129f451a	كرة متدحرجة	n
awn4-e0170998194e6	ممر جوي	n
awn4-e0170b69cfc77	بِرُقِيّ	r
awn4-e0170f2401e55	سرخس الدرع الشائك	n
awn4-e01713d8f430a	ائتمان حكمي	n
awn4-e01714c0e9e35	قبل الأوان	r
awn4-e0172c9ff1ada	فحش	n
awn4-e017338742cb2	أثر	n
awn4-e0173785d3fbf	خبازة الشاطئ	n
awn4-e0173ba0e5ef6	شِبْهُ أَدْرَد	s
awn4-e01748f59b2a0	ملاكمي	a
awn4-e017496ff857e	نَشيط	s
awn4-e017556fd3977	بُوغِي	n
awn4-e0175ac53231c	رجل الوز	n
awn4-e01773f44f591	لغة أم	n
awn4-e01778e2872dd	جلد الخنزير	n
awn4-e0178645f7ed8	بلا كياسة	r
awn4-e01787cad137d	جنس الشيلم	n
awn4-e0179204c4f28	إيلي ويزل	n
awn4-e01797d8757fa	مطعم	n
awn4-e0179b2c33ecd	بوليصة تأمين	n
awn4-e017a2c96f26e	دلس	v
awn4-e017a4ed77f1c	ضَرَبَ بِكُرْبَاج	v
awn4-e017abd743656	قطار أحادي الخط	n
awn4-e017bb3cbfe15	مُسْتَعْلٍ	s
awn4-e017be4b1b8b7	صعوبات البداية	n
awn4-e017c2419efc7	زهرة الغسيل	n
awn4-e017c31d90dc7	ظهر فجأة	v
awn4-e017db3fe8a64	جاديات	n
awn4-e017e6dac0cd2	سوبرفاند	n
awn4-e017ecdd34959	يفوز بسهولة	v
awn4-e017fae5e8fa6	غير مستعجل	a
awn4-e018044ac3718	انبسط	v
awn4-e0180e32dccc0	بَعْد الوِلَادَة	a
awn4-e01810243008c	خفاش مصاص الدماء الشائع	n
awn4-e01817c01251b	نقص	n
awn4-e0181fa1a99ed	فُسْفُورِيّ	s
awn4-e01820c89e173	فطر تفحم العلم	n
awn4-e0182f91349f1	عصب العينين	v
awn4-e0183b2b13b23	سفر ملاخي	n
awn4-e0184023cc271	فصيلة الثيليبتيريدات	n
awn4-e0184131ae8d2	أَلْغَى المَرْكَزِيَّة	v
awn4-e0184867f993f	رتة	n
awn4-e0184fd7255b3	قَصَّة الفُرْشَاة	n
awn4-e0185494550d7	تفاعلي	a
awn4-e01860904cea8	ليونبرغر	n
awn4-e018630375693	لوكيميا نقوية مزمنة	n
awn4-e018654c03862	قَابِلٌ لِلِاسْتِنْزَاف	s
awn4-e018687461a49	رصاصة فضية	n
awn4-e01869208f30e	لِحَائِيّ	s
awn4-e01877346a9b5	جنس نيتيلا	n
awn4-e01877492b84f	أزال	v
awn4-e0187f5aa0d50	أنابوليس	n
awn4-e01880180a565	مِن الطِّرَاز الأَوَّل	s
awn4-e018854ec412f	خُرُوج عَن المَأْلُوف	n
awn4-e018941d066ba	الحضارة الهلادية	n
awn4-e018ac01e0433	سلم لوني	n
awn4-e018ad619afc8	قَائِمٌ بِذَاتِه	s
awn4-e018bbda18635	لوز الأردن	n
awn4-e018c072245f5	بطاقة قداس	n
awn4-e018c49cb3004	مجموعة مشتركة	n
awn4-e018d54a569b3	علجوم حقيقي	n
awn4-e018d9d90700a	بيوت	n
awn4-e018f5d5040ed	تلفزيونية	n
awn4-e019022737715	خَلَّ بِـ	v
awn4-e019062feaaa4	أَبْرَقَ شَمْسِيًّا	v
awn4-e01909aa35574	حفّاظ	n
awn4-e01910480e40a	سهم عريض الرأس	n
awn4-e0191cd8d5127	سنترال مركزي	n
awn4-e0191ec97a98e	جنس ريتاما	n
awn4-e01922a02c47c	النظام الكوبرنيكي	n
awn4-e019247cc7f80	ضفة ثلجية	n
awn4-e0192a5ad11a7	سفر يونان	n
awn4-e0192cf91ebad	أكل البراز	n
awn4-e01935d878de7	لورنسيوم	n
awn4-e0193dec5b6bc	شوك الجداول	n
awn4-e019435b6e463	يعين على إثم	v
awn4-e019480b5e86b	ديلاوير	n
awn4-e01951274dd25	الأخدود العظيم	n
awn4-e01958e419185	اليهودية الأرثوذكسية	n
awn4-e01959e1547c9	اِبْتَعَدَ	v
awn4-e0195e27650dd	برمجيات جاهزة	n
awn4-e019609361e0a	حافظة نظارات	n
awn4-e0196260a1e2d	فقدان الحس الحركي	n
awn4-e01965a3380cd	بأي ثمن	r
awn4-e01965a56fc51	تْشادِيّ	n
awn4-e0196e9989079	أسقط	v
awn4-e019757ffeeca	تفاعل تحلل	n
awn4-e01979adab3ce	هيرمان ملفيل	n
awn4-e01979bfdd196	أُرْجُوَانِيّ	s
awn4-e01979e448e48	غيّر	v
awn4-e0197b7c8cdb9	متغير تجريبي	n
awn4-e01982cdbbeee	ستيفن واينبرغ	n
awn4-e0198f66ab6eb	بيكنانتيموم	n
awn4-e0199056ba9f5	ليسيماكيا صفراء	n
awn4-e019a0d3973f6	لاميون أبيض	n
awn4-e019a2f32c4c1	يقطين	n
awn4-e019bb8fcf093	لحم بط صغير	n
awn4-e019c27f9c253	حنين للماضي	n
awn4-e019d0a8aa488	معقل محصن	n
awn4-e019d1d076476	سكيفوس	n
awn4-e019dbd393d38	سير جلدي رفيع	n
awn4-e019de1a20db0	رام	n
awn4-e019e5084d8a5	نوتة	n
awn4-e019eb69af990	اِنْضَمَّ	v
awn4-e019fd742a55d	كفن	n
awn4-e019ffe7a6542	زان ياباني	n
awn4-e01a03ec99285	لَا مَفَرّ مِنْه	a
awn4-e01a05a632b45	آتي	n
awn4-e01a0a28b04ed	كولوفيلوم	n
awn4-e01a0bd71d016	ستايشن	n
awn4-e01a1ae127f97	جنس ميغالوباتراكوس	n
awn4-e01a1d9985f77	ملء طبق	n
awn4-e01a249b001bf	مدرسة خاصة	n
awn4-e01a499d47cf2	جنطيانا المروج	n
awn4-e01a5b22d74a1	مُسَطَّح	s
awn4-e01a5e1f84c9f	بنظام	r
awn4-e01a615e10315	لوز ملبس	n
awn4-e01a6a08714e0	توماس دي توركويمادا	n
awn4-e01a8c1a33129	مقطورة	n
awn4-e01a997644d41	وَدَاعِيّ	s
awn4-e01ab009b90d2	بدن الطائرة	n
awn4-e01ac3cc34f60	ياكوب غريم	n
awn4-e01ac955714a6	حرق	n
awn4-e01aca11a2511	صحراء ثار	n
awn4-e01acdc58cabf	سمكة الحلزون	n
awn4-e01adb48f70e7	فيمة الأنف	n
awn4-e01adca25af03	كريم أنجليه	n
awn4-e01aea4f6872b	بِمَكْر	r
awn4-e01af3c3578c5	تيدلي وينكس	n
awn4-e01af8f885d2d	لحم حمل	n
awn4-e01b0816cd4b2	الفصيلة التتراودونتية	n
awn4-e01b0ff7df98d	نفل الكلى	n
awn4-e01b1bea03cd5	القنادس الجبلية	n
awn4-e01b1d01d0897	مَشْحُوذ	s
awn4-e01b1dc99a67c	عاصمة جنوب أفريقيا الإدارية	n
awn4-e01b1df6dcf61	الخنافس الدوارة	n
awn4-e01b2962f3cec	فيلاهيرموسا	n
awn4-e01b2cba5ac7f	سمك الفرخ	n
awn4-e01b32968490d	مقالة	n
awn4-e01b33c407804	عَجْمَة	n
awn4-e01b33cf7c0c5	نخيل كوهون	n
awn4-e01b4bad8f649	منطقة الشبق	n
awn4-e01b50047c781	تَصَاعَدَ	v
awn4-e01b5d15b5b96	حبوب البيرة المستهلكة	n
awn4-e01b636a257ae	باربيتورات	n
awn4-e01b6797dec90	أسلوبية	n
awn4-e01b7350d11fb	فقدان	n
awn4-e01b76bae9360	الفينيقية	n
awn4-e01b76c808dca	انكماشي	a
awn4-e01b8f97a467f	جَمْع تَبَرُّعَات	n
awn4-e01b92efb8ceb	دشمة	n
awn4-e01b95be74e9c	هروبية	n
awn4-e01ba09f47c0f	ورمي عصبي	a
awn4-e01bb81a6c5d1	مدير نُزل	n
awn4-e01bb831f6d89	عَوَّضَ	v
awn4-e01bb8f0cfd1d	خلية بشرة	n
awn4-e01bba868725f	منح لقب بارونت	v
awn4-e01bc5883cfa2	متسكع الحانات	n
awn4-e01bd51b38e69	دج الماء	n
awn4-e01bdd6296abe	ممنوع	a
awn4-e01bded9777e0	لعبة ضغط	n
awn4-e01bf8501a711	غَيْر مُعَدَّل	a
awn4-e01bfa315d7b2	مُتَشَدِّد	s
awn4-e01bfc42d9dec	كرية زخرفية	n
awn4-e01c0241d8e3d	هيبوكلوريت	n
awn4-e01c033084bc8	لغة نصية	n
awn4-e01c085e28e04	عيّن المكان	v
awn4-e01c0be3cf476	هاش	n
awn4-e01c1a7de936b	الجمع بين زوجين	n
awn4-e01c29e194fef	فاض	v
awn4-e01c2aac30f8f	قَسَّمَ إلى قسمين	v
awn4-e01c2c6340b07	غريغوريوس السابع	n
awn4-e01c2d30f64b9	بمراعاة للشعور	r
awn4-e01c418fb2976	أرقطيون شائع	n
awn4-e01c4422df4e7	استخبارات وزارة الطاقة	n
awn4-e01c45d88510f	تَبِعَ	v
awn4-e01c47d66d2e3	بشكل متنوع	r
awn4-e01c4be581bfd	ديوان	n
awn4-e01c55b9383ad	بدلة تمويه	n
awn4-e01c65e19740e	كسا بطبقة	v
awn4-e01c7563fe88d	تأييد	n
awn4-e01c7821ad96c	جنس سوليا	n
awn4-e01c7bafc66db	إرنست لورنس	n
awn4-e01c8ff95fbc3	عَكَّرَ صَفْو	v
awn4-e01c9363879de	ضابط كبير	n
awn4-e01c93d9dfd20	يوم الغسيل	n
awn4-e01ca40707ebe	نادل السيارات	n
awn4-e01cabb091b01	أنثريكم	n
awn4-e01cb41cd318e	فصيلة الأكسيوريدات	n
awn4-e01cc663e3ed3	جنس سبيرولا	n
awn4-e01cd2744ec69	سلوجين	n
awn4-e01cdbfd1afb9	كيمياء نباتية	n
awn4-e01ce334b7284	لوحة الراكب	n
awn4-e01ce5d8dcde4	قوانص وكبد	n
awn4-e01cef5300e28	خلية ثانوية	n
awn4-e01cf5a637865	توتر بين سطحي	n
awn4-e01cfd84f1bf8	عدم انتظام هندسي	n
awn4-e01d0aadc8e9e	مباح	a
awn4-e01d0c26890b9	دَوالِيّ	s
awn4-e01d107f32076	رواية النهر	n
awn4-e01d1946a251c	ضارب الحربة	n
awn4-e01d1a254d004	فليبغرام	n
awn4-e01d1a3648cc0	طابع فكري	n
awn4-e01d1b116ea7e	نانكينغ	n
awn4-e01d2f992a8b7	جَاهِل	s
awn4-e01d30c8663e6	فَلْسَفِيّ	s
awn4-e01d312f0329e	قماش سلكي	n
awn4-e01d346b979dd	نشوئي	a
awn4-e01d42cd6adef	ترجل	n
awn4-e01d45a3791eb	وردية مجزأة	n
awn4-e01d47cacc97d	رواية رومانسية مبتذلة	n
awn4-e01d5b4bba71d	مضخم	n
awn4-e01d5e91908ea	شذّب بخشونة	v
awn4-e01d66ee0d265	عرض لـ	v
awn4-e01d67da23198	شريك تدريب	n
awn4-e01d6a0cdb7ac	قشرة بصرية	n
awn4-e01d733404e86	عشبة	n
awn4-e01d76830c5cb	باتينا	n
awn4-e01d7c17f1231	يُباع أكثر من	v
awn4-e01d81f0f3365	رعاية النقاهة	n
awn4-e01d851f10a59	تُرِكَ وشَأْنه	v
awn4-e01d8df688a09	بذور السمسم	n
awn4-e01d91557d552	تنزه	n
awn4-e01da0fb1ec7a	لَطَّفَ التَّعْبِير	v
awn4-e01da7bc8b72b	خنفساء دوامة	n
awn4-e01daff288684	مركز المعلومات التقنية الدفاعية	n
awn4-e01db2a041984	جوزة الكولا	n
awn4-e01db67d184fe	وباء	n
awn4-e01dbcb2ca114	اِسْتَبْعَدَ	v
awn4-e01dbce13e5ae	توت البقر	n
awn4-e01dbedb8132a	شيبوتلي	n
awn4-e01dd21d971fa	دَاخِلِيَّة	n
awn4-e01ddb399e0d5	على مضض	r
awn4-e01de12fc9ca6	صندوق التروس	n
awn4-e01df38575b2c	يكفن	v
awn4-e01dfc0b093ad	لان	v
awn4-e01e0183ed179	مادة مخففة	n
awn4-e01e044316a59	تصفية نهائية	n
awn4-e01e04601faf8	ورقة الساتان	n
awn4-e01e18fce4d6c	عامل تكرير	n
awn4-e01e2c16b43b2	ضَرَبَ بِشِدَّة	v
awn4-e01e40f8f373b	عازف عود	n
awn4-e01e412940016	قَامَ برحلة	v
awn4-e01e53e236def	جنس أوريورتيكس	n
awn4-e01e55f96989b	خنوثة	n
awn4-e01e59718b30e	شجيرة البنزوين	n
awn4-e01e5b19a3c82	مُتَمَاسِك	s
awn4-e01e64dbc556f	بَاعِث لِلرُّعْب	n
awn4-e01e6d21a6acf	أجيراتوم شائع	n
awn4-e01e6ea41c7ae	مخطط طيفي	n
awn4-e01e7455fc84a	اسْتِنْبَاطِيّ	s
awn4-e01e745cde081	جَالِس	a
awn4-e01e74f8a4c39	جورج هوبرت ويلكينز	n
awn4-e01e7d9f5a057	باشن فروت	n
awn4-e01e87b916994	وفاء	n
awn4-e01e8a8a7f636	سُنَينَة	n
awn4-e01e90b2be0f3	الفصيلة الستنيزية	n
awn4-e01e9c1886c5d	الجَنُوب الشَّرْقِيّ	n
awn4-e01e9fc2a75f4	غَيْرُ مَصُون	s
awn4-e01ea4728dc55	شدة مفرطة	n
awn4-e01eae628d62c	قطر رئيسي	n
awn4-e01ebaa2a5592	أخدد	v
awn4-e01ebd13fd11d	قدم الرياضي	n
awn4-e01ebdbde327e	إسقاط متشاكل	n
awn4-e01ec7242095d	كولسلو	n
awn4-e01edac863385	خصم نفقات العمل	n
awn4-e01edcafca458	وينترغرين مزهر	n
awn4-e01ee20a916f9	غير ممول	a
awn4-e01ee65a68be9	بيروفي	n
awn4-e01eeb23f876a	غَيْر مَنِيع	s
awn4-e01ef7cfce4f4	سلسلة شلالات	n
awn4-e01efe4f66731	كلب روديسيا ذو العرف	n
awn4-e01f05ff80fa9	فصيلة الفطريات النافخة المعنقة	n
awn4-e01f0d55e5864	فيفالدي	n
awn4-e01f10b1c9ff3	أفرول	n
awn4-e01f120195670	ملبى	a
awn4-e01f16f07a37e	حلبة هوكي الجليد	n
awn4-e01f177ba7317	نهر بيغ هورن	n
awn4-e01f1b4bf7c0d	تصوير مقطعي	n
awn4-e01f1c9372233	ماليزيا	n
awn4-e01f27cb5d01e	زَرِد	n
awn4-e01f2ac6ab9cc	إبهام أفحج	n
awn4-e01f31415fcf0	ماعز البازهر	n
awn4-e01f321db99f0	جنس ألستروميريا	n
awn4-e01f32a76c32f	حَقِيقَة	n
awn4-e01f33e2efc9d	الطريق القويم	n
awn4-e01f3ed051113	سرخس قرن الوعل الشائع	n
awn4-e01f4a281b556	دجاجة الماء الأرجوانية	n
awn4-e01f4d0c9836e	غَيْر مُتَحَلِّل	s
awn4-e01f5437c5a78	إطار الباب	n
awn4-e01f5a24a307e	احْتِيَالِيّ	s
awn4-e01f5f69ebd27	حذاء قتالي	n
awn4-e01f633cc9d63	السُّنَّة	n
awn4-e01f783298be3	جنس بويراريا	n
awn4-e01f7cc74ce0c	لَا يَقْبَل الهُرَاء	s
awn4-e01f839a96965	امتدادي	a
awn4-e01f899402d03	نطاق محصور	n
awn4-e01f8ce3c50d4	مطيع	a
awn4-e01f913917ac2	تكون اللمفاويات	n
awn4-e01f96805205c	مُمَوَّه	s
awn4-e01f9d4f14441	اختبار ستانفورد بينيه	n
awn4-e01f9ee7fd0ff	منطقياً	r
awn4-e01fa1520085d	غَرَابَة	n
awn4-e01fa7c3690e7	التهاب إحليل غير نوعي	n
awn4-e01fb909b0520	بائع مطبوعات فنية	n
awn4-e01fbae1bd741	غسل	n
awn4-e01fbd28914e6	بلوطة	n
awn4-e01fd2bc8d2b8	إسحاق والتون	n
awn4-e01fdaa3925fd	يجتاح	v
awn4-e01fdad304f3a	عاصفة ثلجية	n
awn4-e01fdbdd974d0	فأري	n
awn4-e01fe57465d3e	خط المركز	n
awn4-e01febbbf0b4a	مُوثِّق	n
awn4-e01fed18901b3	كثرة	n
awn4-e01ff658219bc	شقة صغيرة	n
awn4-e020059e1fb74	يوريا	n
awn4-e02013a7574cf	قَابِلٌ لِلزَّعْزَعَة	s
awn4-e0202776632b6	ابن بالتبني	n
